"School Name","Session Date",Question
"St Laurence CofE Primary School",16/03/2018,"To make our school more eco-friendly, what should we do?"
"Parochial CE Primary School",16/03/2018,"What would you like to see the Friendship Ambassadors do?"
"Stanground st Johns",15/03/2018,"When it comes to kindness, what is most important?"
"Silverhill Primary School",15/03/2018,"As we near the end of another term, it is your chance to select the reward for the House Team with the highest number of tokens?"
"Richard Alibon Primary School",14/03/2018,"What changes would you like to see to the creative curriculum?"
"Priory School",14/03/2018,"Which charity would you like to donate the money from our fundraising to?"
"The Latymer School",14/03/2018,"Do you think there are enough space for lunch and break-time socialising in the school?"
"Sandbrook Primary School",14/03/2018,"What fundraising event do you want for Sports Relief?"
"King's Lynn Academy",14/03/2018,"At the weekend, at a conference for Head teachers, the government and Ofsted have recognised that there is a teacher retention issue and have made some suggestions about how they could solve this, mainly not adding to teachers' workload. How would you solve the teacher retention crisis?"
"Manchester Enterprise Academy",13/03/2018,"Do you feel prepared for your Big tests/ Progress exams?"
"Elm Wood Primary School",13/03/2018,"What would you like to do for Golden Time?"
"Heston Primary School",13/03/2018,"What time of the day don't you work best?"
"Bonnygate Primary School",13/03/2018,"What child-led clubs would you attend if they were available at lunchtimes?"
"Bonnygate Primary School",13/03/2018,"What child-led clubs would you attend if they were available at lunchtimes?"
"Maypole Primary School",12/03/2018,"Some children in year 4 have said that it would be helpful for children to have somewhere to go if they feel cross or upset on the playground, where could this be?"
"Barnsole Primary School",12/03/2018,"do you feel that parents evening helps to support your learning in school?"
"De Lisle College",09/03/2018,"What would you like to see the student council focus on for the next term?"
"Central Foundation",09/03/2018,"What should be the reward for going above and beyond in your lessons?"
"Copeland Road Primary",09/03/2018,"Do you enjoy PE lessons?"
"Llanwern High School",09/03/2018,"This week we are thinking about Fairtrade and as a school we would like to ensure we are buying Fairtrade products. Which products do you think we should focus on first?"
"Silverdale School",09/03/2018,"Which do you think is the most important issue and the one School Council should look at first?"
"Dukesgate Academy",08/03/2018,"Do you think that everyone is treated equally in school?"
"Freehold Community Primary Academy",08/03/2018,"How can we advertise to get more chocolate for the Easter tombola to raise money for our picnic blankets?"
"Lace Hill Academy",08/03/2018,"What do you want the school council to help you with?"
"Kingsthorpe College",08/03/2018,"Which of the following lesson activities help you learn most effectively?"
,08/03/2018,"What do you think of RSE lessons?"
,08/03/2018,"What do you think of RSE lessons?"
"Silverdale School",08/03/2018,"Which do you think is the most important issue and the one School Council should look at first?"
"Dame Allans Junior School",08/03/2018,"Which of the following would you like to do you in your PE lesson as a fun sponsored activity to raise money for Sport Relief?"
"Sandbrook Primary School",07/03/2018,"What intra-school competition would you like at lunchtime next half term?"
"Roach Vale Primary School",07/03/2018,"How should we choose the children to be litter pickers for the week? ?"
"Plantation Primary",07/03/2018,"It is Plantation's 50th birthday. How should we celebrate? ?"
"Perdiswell Primary",07/03/2018,"Is there a piece of equipment that you do NOT want in the playground activity boxes?"
"Ellesmere Port Catholic High School",07/03/2018,"Which area in the school do you think behaviour is most poor? ?"
,07/03/2018,"What lunchtime activity would you like? ?"
"Silverdale School",07/03/2018,"Which do you think is the most important issue and the one School Council should look at first?"
"Roach Vale Primary School",06/03/2018,"There is a problem with litter in the playground. What should we do?"
"The Mill Primary Academy",06/03/2018,"How much do you enjoy home learning?"
"Heston Primary School",06/03/2018,"What time of the day do you learn best?"
"Richard Alibon Primary School",06/03/2018,"What changes would you like to be made to the food?"
"Copeland Road Primary",05/03/2018,"Would you like to have an Easter disco?"
,05/03/2018,"Which one of these should be our new KS2 attendance teddy? ?"
"Malton Community Primary School",05/03/2018,"What would you like us to fundraise for to make our outdoor area even better?"
,05/03/2018,"What should our new KS2 attendance teddy be?"
"King's Lynn Academy",04/03/2018,"Should men have to take a pay cut to address the gender pay gap, as many key presenters have done at the BBC recently?"
"Bentfield Primary",04/03/2018,"How can we make sure children have healthy snacks? ?"
"Mills Hill Primary School",04/03/2018,"Sports Relief:  what would you like to take part in this year to help raise money?"
,04/03/2018,"What should our Y6 prom theme be?"
"Denham Green",02/03/2018,"We have been donated some money. What should we spend it on?"
"Templewood School",01/03/2018,"What new clubs would we like for the Summer term?"
"Manchester Enterprise Academy",01/03/2018,"As an Academy what should we prioritise to improve overall health?"
"Sandbach High School &amp; Sixth Form College",28/02/2018,"The Parent and Friends Association (PFA) would like to support projects that benefit the social well being of students.  They have suggested a few projects that they would like to help fundraise for.  Which of the following would you like to see developed?"
"St Edward's Prep School",27/02/2018,"Which activity would you like Dr Cane-Honeysett to run for your class during British Science Week?"
"The Mill Primary Academy",27/02/2018,"How can we promote a KIND community at The Mill?"
,27/02/2018,"How can we improve our learning logs?"
"Richard Alibon Primary School",27/02/2018,"What makes a pleasurable dining hall experience ?"
"Heston Primary School",27/02/2018,"What subject do you want more of?"
"Sutton Valence Preparatory School",26/02/2018,"Which school lunch would you like to see back on the menu? (Discuss in your groups and answer as a group.)?"
"Varna Primary School",26/02/2018,"How can we improve the Friendship Buddy System at Varna Primary?"
"Elm Wood Primary School",26/02/2018,"We are going to raise money for the homeless, what would you like to do?"
"Maypole Primary School",26/02/2018,"How can we raise money for Sport Relief on 23rd March?  ?"
"Barnsole Primary School",26/02/2018,"What would you like instead of balloons for the Outstanding Progress for the term award?"
"Freehold Community Primary Academy",26/02/2018,"What new places in the playground can we have to sit?"
"Saltdean Primary",26/02/2018,"What can we do to make our school more environmentally friendly?"
"Cheetham CE Community Academy",26/02/2018,"How can we promote e-safety?"
"Sandbrook Primary School",26/02/2018,"What prize would you like for best class attendance?"
"King's Lynn Academy",25/02/2018,"Recently, Mrs Westbury and Mrs Prevett met with some students to ask them about their experiences at KLA. Some of these students mentioned that they would like to be rewarded more for behaving in the right way. So we would like to ask you how you think we could use the existing system of rewards to recognise those students who are always doing the right thing, behaving positively and making a good effort?"
"Plantation Primary",25/02/2018,"What would be the best prize for your class? Pick your favourite 3. Your first choice gets three votes, second two and third one. ?"
"Priory School",23/02/2018,"What should we buy with a donation from Priory Friends?"
"Holy Cross Catholic Primary School",23/02/2018,"Fundraising for Summer term. ?"
"Stanground st Johns",22/02/2018,"What does kindness look like at break and lunch times?"
"Manor Field Primary School",22/02/2018,"What event would you like to organise to raise money for the NSPCC?"
